customer_id,full_name,age,gender,email,city,created_at,loyalty_tier,purchase_count,total_spent,order_goal
215,Johnie Atkins,38,Female,johnie.atkins.8513@example.com,Rawalpindi,2025-05-24 05:31:10.427175,Silver,1,454076.0,58
216,Charles Costa,57,Male,charles.costa.2384@example.com,Karachi,2025-05-24 05:31:10.449235,Silver,1,250158.08,79
217,Roger Fanter,32,Female,roger.fanter.3673@example.com,Peshawar,2025-05-24 05:31:10.527143,Bronze,1,295802.24,68
218,Rashad Panter,27,Male,rashad.panter.9547@example.com,Rawalpindi,2025-05-24 05:31:10.566094,Gold,1,484865.76,28
219,Jose Kelly,48,Female,jose.kelly.6797@example.com,Peshawar,2025-05-24 05:31:10.585811,Bronze,1,1120098.21,78
220,Cecile Young,38,Male,cecile.young.6599@example.com,Quetta,2025-05-24 05:31:10.607513,Bronze,1,265284.9,91
221,Wade Wilson,45,Female,wade.wilson.8576@example.com,Multan,2025-05-24 05:31:10.625635,Bronze,1,552770.0,12
222,Juan Nawrocki,53,Female,juan.nawrocki.4452@example.com,Lahore,2025-05-24 05:31:10.660103,Silver,1,1065186.04,35
223,Joseph Drinkard,45,Female,joseph.drinkard.1026@example.com,Lahore,2025-05-24 05:31:10.689423,Silver,1,72206.51,60
224,Michelle Easter,48,Female,michelle.easter.2360@example.com,Lahore,2025-05-24 05:31:10.720504,Silver,1,1064432.27,18
225,Ruben Rosenthal,29,Male,ruben.rosenthal.2958@example.com,Islamabad,2025-05-24 05:31:10.741546,Bronze,1,873345.02,29
226,Andrew Rodriguez,40,Male,andrew.rodriguez.1007@example.com,Islamabad,2025-05-24 05:31:10.768356,Silver,1,224775.51,55
227,Jessica Lee,20,Female,jessica.lee.2918@example.com,Rawalpindi,2025-05-24 05:31:10.787177,Silver,1,312531.0,27
228,Kimberly Harlow,43,Male,kimberly.harlow.6094@example.com,Quetta,2025-05-24 05:31:10.807246,Bronze,1,804193.2,42
229,Jesse Brooks,19,Female,jesse.brooks.1448@example.com,Multan,2025-05-24 05:31:10.832926,Silver,1,971783.48,75
230,Dexter Washington,38,Male,dexter.washington.9538@example.com,Islamabad,2025-05-24 05:31:10.915915,Bronze,1,75199.74,11
231,Hazel Galinis,55,Male,hazel.galinis.3584@example.com,Peshawar,2025-05-24 05:31:10.990835,Gold,1,828688.36,89
232,Kimberly Lopez,33,Male,kimberly.lopez.6845@example.com,Islamabad,2025-05-24 05:31:11.014604,Bronze,1,154841.7,43
233,Jasmin Ambrose,35,Male,jasmin.ambrose.2283@example.com,Islamabad,2025-05-24 05:31:11.046683,Bronze,1,945469.03,36
234,Richard Whitcomb,51,Male,richard.whitcomb.4078@example.com,Peshawar,2025-05-24 05:31:11.067744,Bronze,1,1001693.32,40
235,William Link,55,Female,william.link.9193@example.com,Lahore,2025-05-24 05:31:11.090135,Gold,1,864753.8,7
236,Trina Owens,23,Male,trina.owens.7769@example.com,Multan,2025-05-24 05:31:11.127411,Bronze,1,583550.34,21
237,Antonio Green,29,Female,antonio.green.6098@example.com,Islamabad,2025-05-24 05:31:11.155724,Silver,1,260503.8,18
238,Rocky Young,18,Male,rocky.young.4470@example.com,Islamabad,2025-05-24 05:31:11.178439,Gold,1,682672.69,35
239,Shari Mcthay,27,Male,shari.mcthay.2083@example.com,Lahore,2025-05-24 05:31:11.254340,Gold,1,958598.05,97
240,Leo Kearns,49,Male,leo.kearns.2138@example.com,Karachi,2025-05-24 05:31:11.284220,Bronze,1,655959.72,58
241,Carolyn Swinford,31,Female,carolyn.swinford.3018@example.com,Quetta,2025-05-24 05:32:11.308630,Silver,1,467204.5,81
242,Alvin Brown,28,Female,alvin.brown.3833@example.com,Peshawar,2025-05-24 05:32:11.326944,Silver,1,147373.51,75
243,Johnny Greene,32,Female,johnny.greene.5452@example.com,Rawalpindi,2025-05-24 05:32:11.340084,Bronze,1,244138.34,23
244,Laura Burke,40,Male,laura.burke.2966@example.com,Multan,2025-05-24 05:32:11.355372,Gold,1,1095049.44,63
245,Vaughn Carlson,23,Male,vaughn.carlson.7485@example.com,Lahore,2025-05-24 05:32:11.368560,Gold,1,142905.35,1
246,Daniel Kimsey,46,Female,daniel.kimsey.2361@example.com,Rawalpindi,2025-05-24 05:32:11.384876,Bronze,1,1388312.5,57
247,Alice Neely,26,Male,alice.neely.3095@example.com,Karachi,2025-05-24 05:32:11.399715,Gold,1,672231.44,48
248,Sally Hurst,48,Male,sally.hurst.5471@example.com,Multan,2025-05-24 05:32:11.423768,Silver,1,219138.12,62
249,Adam Vanhampler,23,Male,adam.vanhampler.4372@example.com,Peshawar,2025-05-24 05:32:11.454023,Gold,1,732383.1,52
250,Lynn Baum,20,Female,lynn.baum.5010@example.com,Peshawar,2025-05-24 05:32:11.473465,Silver,1,510965.96,84
251,Mary Mccarthy,29,Female,mary.mccarthy.9071@example.com,Lahore,2025-05-24 05:32:11.487230,Gold,1,327719.83,56
252,Robert Irvin,27,Female,robert.irvin.2812@example.com,Rawalpindi,2025-05-24 05:32:11.501727,Gold,1,1123628.14,2
253,Thuy Abdul,34,Female,thuy.abdul.8862@example.com,Lahore,2025-05-24 05:32:11.543728,Gold,1,76155.6,100
254,Eugene West,39,Female,eugene.west.6927@example.com,Multan,2025-05-24 05:32:11.558193,Bronze,1,154058.89,31
255,Spencer Ramirez,22,Female,spencer.ramirez.5250@example.com,Lahore,2025-05-24 05:32:11.571597,Silver,1,841502.86,97
256,Johnny Clark,60,Female,johnny.clark.6398@example.com,Lahore,2025-05-24 05:32:11.605907,Silver,1,239979.35,60
257,Robin Tibbs,34,Male,robin.tibbs.8979@example.com,Islamabad,2025-05-24 05:32:11.627811,Silver,1,689863.72,47
258,Jeffrey Mcbride,53,Male,jeffrey.mcbride.7140@example.com,Lahore,2025-05-24 05:32:11.660877,Silver,1,543561.7,92
259,John Hoffpavir,52,Female,john.hoffpavir.2577@example.com,Rawalpindi,2025-05-24 05:32:11.731262,Silver,1,226373.69,39
260,Ava Graham,60,Female,ava.graham.8791@example.com,Islamabad,2025-05-24 05:32:11.750556,Bronze,1,1153672.13,24
261,Michael Brooks,31,Male,michael.brooks.7094@example.com,Karachi,2025-05-24 05:32:11.765093,Bronze,1,101908.24,88
262,Shirley Damato,25,Female,shirley.damato.8112@example.com,Multan,2025-05-24 05:32:11.785724,Bronze,1,758028.79,80
263,Wallace Berrian,38,Male,wallace.berrian.2863@example.com,Multan,2025-05-24 05:32:11.808239,Bronze,1,911455.7,43
264,Diana Patter,31,Female,diana.patter.7484@example.com,Multan,2025-05-24 05:32:11.853117,Gold,1,96263.2,26
265,Linda Madden,36,Male,linda.madden.9267@example.com,Quetta,2025-05-24 05:32:11.873399,Silver,1,98382.8,77
266,Mary Mrowka,24,Female,mary.mrowka.4507@example.com,Peshawar,2025-05-24 05:32:11.912099,Bronze,1,718134.16,64
267,Bruce Friel,29,Male,bruce.friel.8340@example.com,Islamabad,2025-05-24 05:32:11.932275,Bronze,1,358667.44,62
268,Calvin Patton,60,Female,calvin.patton.5467@example.com,Islamabad,2025-05-24 05:32:11.946428,Silver,1,281121.26,87
269,Maurice Berube,45,Male,maurice.berube.5186@example.com,Peshawar,2025-05-24 05:32:11.965018,Gold,1,272091.69,8
270,Matthew Mcdonald,54,Female,matthew.mcdonald.3908@example.com,Peshawar,2025-05-24 05:32:11.998668,Silver,1,333251.7,10
271,Josephine Shutts,33,Male,josephine.shutts.9412@example.com,Lahore,2025-05-24 05:33:12.020440,Bronze,1,638602.4,91
272,Sue Shoup,43,Female,sue.shoup.9818@example.com,Quetta,2025-05-24 05:33:12.060257,Gold,1,538913.06,71
273,Robert Ramsey,37,Female,robert.ramsey.1181@example.com,Rawalpindi,2025-05-24 05:33:12.074081,Bronze,1,278079.7,85
274,Jose Brown,20,Male,jose.brown.9047@example.com,Islamabad,2025-05-24 05:33:12.095238,Silver,1,275094.9,64
275,Joan Smith,28,Male,joan.smith.7506@example.com,Multan,2025-05-24 05:33:12.110696,Silver,1,278368.51,64
276,William King,18,Male,william.king.6814@example.com,Quetta,2025-05-24 05:33:12.133288,Gold,1,1358370.93,54
277,Oliver Clemons,35,Male,oliver.clemons.3659@example.com,Peshawar,2025-05-24 05:33:12.153820,Bronze,1,999622.11,96
278,Rebecca Holman,31,Female,rebecca.holman.6285@example.com,Lahore,2025-05-24 05:33:12.171081,Silver,1,229393.69,77
279,Miriam Robinson,47,Female,miriam.robinson.4426@example.com,Rawalpindi,2025-05-24 05:33:12.186344,Bronze,1,835032.62,22
280,Patrick Jones,46,Male,patrick.jones.2375@example.com,Islamabad,2025-05-24 05:33:12.208080,Silver,1,519335.92,4
281,James Williams,19,Male,james.williams.5913@example.com,Karachi,2025-05-24 05:33:12.225087,Bronze,1,618139.34,81
282,Mary Moran,52,Male,mary.moran.9584@example.com,Islamabad,2025-05-24 05:33:12.246806,Bronze,1,1139621.3,94
283,Sonia Coleman,32,Male,sonia.coleman.8240@example.com,Multan,2025-05-24 05:33:12.261237,Silver,1,48595.83,16
284,Frank Jacoby,45,Female,frank.jacoby.2697@example.com,Karachi,2025-05-24 05:33:12.277660,Bronze,1,498190.3,44
285,Ricky Womack,59,Male,ricky.womack.6732@example.com,Islamabad,2025-05-24 05:33:12.314741,Bronze,1,587478.94,7
286,Frederick Martin,51,Female,frederick.martin.7146@example.com,Rawalpindi,2025-05-24 05:33:12.327963,Silver,1,845951.68,12
287,Russell Miller,22,Male,russell.miller.4191@example.com,Islamabad,2025-05-24 05:33:12.348483,Silver,1,441063.02,77
288,Rose Felton,37,Female,rose.felton.4070@example.com,Rawalpindi,2025-05-24 05:33:12.363797,Gold,1,48165.08,30
289,Joseph Schultz,42,Female,joseph.schultz.5238@example.com,Islamabad,2025-05-24 05:33:12.378333,Silver,1,546366.4,50
290,Rebecca Garney,30,Female,rebecca.garney.4969@example.com,Quetta,2025-05-24 05:33:12.400730,Silver,1,942657.73,23
291,Dolly Frantz,19,Male,dolly.frantz.8261@example.com,Multan,2025-05-24 05:33:12.427639,Silver,1,51880.54,80
292,Alice Greene,58,Male,alice.greene.7477@example.com,Multan,2025-05-24 05:33:12.441646,Silver,1,280711.03,75
293,Adolph Carr,47,Male,adolph.carr.8034@example.com,Islamabad,2025-05-24 05:33:12.457132,Gold,1,618011.52,77
294,George Poynter,45,Female,george.poynter.1921@example.com,Islamabad,2025-05-24 05:33:12.492580,Bronze,1,564553.46,48
295,Glenn Hunt,60,Female,glenn.hunt.1975@example.com,Karachi,2025-05-24 05:33:12.512486,Bronze,1,50385.55,85
296,Rita Masciantonio,35,Male,rita.masciantonio.9249@example.com,Rawalpindi,2025-05-24 05:33:12.573255,Gold,1,731803.0,23
297,Tanja Horne,54,Male,tanja.horne.3111@example.com,Peshawar,2025-05-24 05:33:12.589076,Silver,1,835326.42,60
298,Cindy Dotson,20,Male,cindy.dotson.8896@example.com,Multan,2025-05-24 05:33:12.602652,Silver,1,471187.98,52
299,Frieda Padgett,24,Female,frieda.padgett.5750@example.com,Islamabad,2025-05-24 05:33:12.630456,Bronze,1,297113.8,24
300,Cody Kunkel,27,Male,cody.kunkel.8957@example.com,Multan,2025-05-24 05:33:12.651740,Bronze,1,286682.85,99
